index,date,area,area_type,variant_name,specimens,percentage,specimens_7d_avg,percentage_7d_avg,rolling_avg
0,2021-01-01,California,State,Lambda,0.0,0.0,,,0.0
10,2021-01-02,California,State,Lambda,0.0,0.0,,,0.0
27,2021-01-03,California,State,Lambda,0.0,0.0,,,0.0
36,2021-01-04,California,State,Lambda,0.0,0.0,,,0.0
43,2021-01-05,California,State,Lambda,0.0,0.0,,,0.0
56,2021-01-06,California,State,Lambda,0.0,0.0,,,0.0
65,2021-01-07,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
79,2021-01-08,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
83,2021-01-09,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
90,2021-01-10,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
103,2021-01-11,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
112,2021-01-12,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
124,2021-01-13,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
133,2021-01-14,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
144,2021-01-15,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
154,2021-01-16,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
166,2021-01-17,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
177,2021-01-18,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
184,2021-01-19,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
190,2021-01-20,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
206,2021-01-21,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
217,2021-01-22,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
222,2021-01-23,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
237,2021-01-24,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
248,2021-01-25,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
255,2021-01-26,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
261,2021-01-27,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
271,2021-01-28,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
289,2021-01-29,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
297,2021-01-30,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
304,2021-01-31,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
317,2021-02-01,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
322,2021-02-02,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
330,2021-02-03,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
347,2021-02-04,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
355,2021-02-05,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
369,2021-02-06,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
379,2021-02-07,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
388,2021-02-08,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
397,2021-02-09,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
407,2021-02-10,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
416,2021-02-11,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
428,2021-02-12,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
439,2021-02-13,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
449,2021-02-14,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
450,2021-02-15,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
469,2021-02-16,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
476,2021-02-17,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
487,2021-02-18,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
491,2021-02-19,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
502,2021-02-20,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
512,2021-02-21,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
523,2021-02-22,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
532,2021-02-23,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
541,2021-02-24,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
557,2021-02-25,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
569,2021-02-26,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
575,2021-02-27,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
585,2021-02-28,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
594,2021-03-01,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
605,2021-03-02,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
611,2021-03-03,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
627,2021-03-04,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
633,2021-03-05,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
646,2021-03-06,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
658,2021-03-07,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
669,2021-03-08,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
675,2021-03-09,California,State,Lambda,0.0,0.0,0.0,0.0,0.14285714285714285
688,2021-03-10,California,State,Lambda,0.0,0.0,0.0,0.0,0.2857142857142857
695,2021-03-11,California,State,Lambda,0.0,0.0,0.0,0.0,0.2857142857142857
707,2021-03-12,California,State,Lambda,1.0,0.22,0.14285714285,0.026399155227,0.2857142857142857
712,2021-03-13,California,State,Lambda,1.0,0.34,0.28571428571,0.053777897284,0.2857142857142857
729,2021-03-14,California,State,Lambda,0.0,0.0,0.28571428571,0.055447740505,0.42857142857142855
734,2021-03-15,California,State,Lambda,0.0,0.0,0.28571428571,0.058156440826,0.42857142857142855
745,2021-03-16,California,State,Lambda,0.0,0.0,0.28571428571,0.060240963855,0.42857142857142855
756,2021-03-17,California,State,Lambda,1.0,0.17,0.42857142857,0.093341630367,0.2857142857142857
762,2021-03-18,California,State,Lambda,0.0,0.0,0.42857142857,0.095057034221,0.2857142857142857
771,2021-03-19,California,State,Lambda,1.0,0.2,0.42857142857,0.093955527717,0.2857142857142857
780,2021-03-20,California,State,Lambda,0.0,0.0,0.28571428571,0.061519532452,0.2857142857142857
799,2021-03-21,California,State,Lambda,0.0,0.0,0.28571428571,0.061425061425,0.14285714285714285
802,2021-03-22,California,State,Lambda,0.0,0.0,0.28571428571,0.06038647343,0.14285714285714285
819,2021-03-23,California,State,Lambda,0.0,0.0,0.28571428571,0.062972292191,0.14285714285714285
820,2021-03-24,California,State,Lambda,0.0,0.0,0.14285714285,0.032216494845,0.14285714285714285
838,2021-03-25,California,State,Lambda,0.0,0.0,0.14285714285,0.03355704698,0.14285714285714285
846,2021-03-26,California,State,Lambda,1.0,0.23,0.14285714285,0.034270047978,0.14285714285714285
850,2021-03-27,California,State,Lambda,0.0,0.0,0.14285714285,0.034482758621,0.42857142857142855
867,2021-03-28,California,State,Lambda,0.0,0.0,0.14285714285,0.034904013962,0.42857142857142855
874,2021-03-29,California,State,Lambda,0.0,0.0,0.14285714285,0.035688793719,0.42857142857142855
889,2021-03-30,California,State,Lambda,2.0,0.39,0.42857142857,0.104202848211,0.2857142857142857
898,2021-03-31,California,State,Lambda,0.0,0.0,0.42857142857,0.108147080029,0.2857142857142857
903,2021-04-01,California,State,Lambda,0.0,0.0,0.42857142857,0.1100110011,0.2857142857142857
911,2021-04-02,California,State,Lambda,0.0,0.0,0.28571428571,0.071710290427,0.2857142857142857
927,2021-04-03,California,State,Lambda,0.0,0.0,0.28571428571,0.07204610951,0.14285714285714285
939,2021-04-04,California,State,Lambda,0.0,0.0,0.28571428571,0.071942446043,0.42857142857142855
942,2021-04-05,California,State,Lambda,0.0,0.0,0.28571428571,0.068540095956,0.42857142857142855
952,2021-04-06,California,State,Lambda,1.0,0.19,0.14285714285,0.034281796366,0.7142857142857143
963,2021-04-07,California,State,Lambda,2.0,0.42,0.42857142857,0.100840336134,0.7142857142857143
979,2021-04-08,California,State,Lambda,0.0,0.0,0.42857142857,0.101146325017,0.7142857142857143
980,2021-04-09,California,State,Lambda,2.0,0.52,0.71428571428,0.174825174825,0.8571428571428571
995,2021-04-10,California,State,Lambda,0.0,0.0,0.71428571428,0.17599436818,0.8571428571428571
1000,2021-04-11,California,State,Lambda,0.0,0.0,0.71428571428,0.174034110686,0.7142857142857143
1014,2021-04-12,California,State,Lambda,1.0,0.23,0.85714285714,0.220507166483,0.7142857142857143
1029,2021-04-13,California,State,Lambda,1.0,0.21,0.85714285714,0.224299065421,0.8571428571428571
1033,2021-04-14,California,State,Lambda,1.0,0.23,0.71428571428,0.189753320683,0.8571428571428571
1042,2021-04-15,California,State,Lambda,0.0,0.0,0.71428571428,0.186219739292,0.8571428571428571
1059,2021-04-16,California,State,Lambda,3.0,0.69,0.85714285714,0.219699743684,1.1428571428571428
1060,2021-04-17,California,State,Lambda,0.0,0.0,0.85714285714,0.224131490474,1.2857142857142858
1077,2021-04-18,California,State,Lambda,0.0,0.0,0.85714285714,0.228136882129,1.1428571428571428
1081,2021-04-19,California,State,Lambda,3.0,0.72,1.14285714285,0.306630893062,1.2857142857142858
1097,2021-04-20,California,State,Lambda,2.0,0.53,1.28571428571,0.35799522673,1.4285714285714286
1104,2021-04-21,California,State,Lambda,0.0,0.0,1.14285714285,0.332363938513,1.8571428571428572
1117,2021-04-22,California,State,Lambda,1.0,0.28,1.28571428571,0.385769395628,2.0
1123,2021-04-23,California,State,Lambda,4.0,1.08,1.42857142857,0.440917107584,2.2857142857142856
1133,2021-04-24,California,State,Lambda,3.0,2.14,1.85714285714,0.601295097132,2.4285714285714284
1140,2021-04-25,California,State,Lambda,1.0,0.74,2.0,0.659754948162,3.2857142857142856
1157,2021-04-26,California,State,Lambda,5.0,1.28,2.28571428571,0.762267746546,3.4285714285714284
1160,2021-04-27,California,State,Lambda,3.0,0.81,2.42857142857,0.811843361987,3.2857142857142856
1178,2021-04-28,California,State,Lambda,6.0,1.43,3.28571428571,1.054078826764,2.857142857142857
1181,2021-04-29,California,State,Lambda,2.0,0.52,3.42857142857,1.084010840108,2.857142857142857
1195,2021-04-30,California,State,Lambda,3.0,0.9,3.28571428571,1.05553005966,2.5714285714285716
1209,2021-05-01,California,State,Lambda,0.0,0.0,2.85714285714,0.881057268722,2.4285714285714284
1219,2021-05-02,California,State,Lambda,1.0,0.76,2.85714285714,0.883002207506,2.4285714285714284
1229,2021-05-03,California,State,Lambda,3.0,0.88,2.57142857142,0.812274368231,2.4285714285714284
1236,2021-05-04,California,State,Lambda,2.0,0.58,2.42857142857,0.77519379845,2.0
1243,2021-05-05,California,State,Lambda,6.0,1.72,2.42857142857,0.801886792453,2.2857142857142856
1251,2021-05-06,California,State,Lambda,2.0,0.55,2.42857142857,0.810681926562,3.5714285714285716
1263,2021-05-07,California,State,Lambda,0.0,0.0,2.0,0.679941719281,3.4285714285714284
1279,2021-05-08,California,State,Lambda,2.0,1.23,2.28571428571,0.804020100503,3.4285714285714284
1287,2021-05-09,California,State,Lambda,10.0,8.47,3.57142857142,1.264542235711,3.5714285714285716
1290,2021-05-10,California,State,Lambda,2.0,0.75,3.42857142857,1.261829652997,3.2857142857142856
1308,2021-05-11,California,State,Lambda,2.0,0.81,3.42857142857,1.331114808652,3.2857142857142856
1310,2021-05-12,California,State,Lambda,7.0,2.46,3.57142857142,1.437607820587,3.142857142857143
1322,2021-05-13,California,State,Lambda,0.0,0.0,3.28571428571,1.417128773876,1.7142857142857142
1333,2021-05-14,California,State,Lambda,0.0,0.0,3.28571428571,1.449275362319,1.5714285714285714
1340,2021-05-15,California,State,Lambda,1.0,0.75,3.14285714285,1.412066752246,1.2857142857142858
1352,2021-05-16,California,State,Lambda,0.0,0.0,1.71428571428,0.783801436969,0.2857142857142857
1367,2021-05-17,California,State,Lambda,1.0,0.38,1.57142857142,0.720366732155,0.7142857142857143
1377,2021-05-18,California,State,Lambda,0.0,0.0,1.28571428571,0.591327201051,1.5714285714285714
1381,2021-05-19,California,State,Lambda,0.0,0.0,0.28571428571,0.133868808568,1.4285714285714286
1394,2021-05-20,California,State,Lambda,3.0,1.31,0.71428571428,0.33921302578,1.4285714285714286
1409,2021-05-21,California,State,Lambda,6.0,3.09,1.57142857142,0.78125,1.4285714285714286
1418,2021-05-22,California,State,Lambda,0.0,0.0,1.42857142857,0.714796283059,1.5714285714285714
1427,2021-05-23,California,State,Lambda,0.0,0.0,1.42857142857,0.730994152047,1.5714285714285714
1438,2021-05-24,California,State,Lambda,1.0,0.47,1.42857142857,0.757575757576,1.4285714285714286
1442,2021-05-25,California,State,Lambda,1.0,0.51,1.57142857142,0.864100549882,0.8571428571428571
1452,2021-05-26,California,State,Lambda,0.0,0.0,1.57142857142,0.888529886914,0.8571428571428571
1466,2021-05-27,California,State,Lambda,2.0,0.96,1.42857142857,0.821018062397,0.8571428571428571
1477,2021-05-28,California,State,Lambda,2.0,1.02,0.85714285714,0.4914004914,0.7142857142857143
1486,2021-05-29,California,State,Lambda,0.0,0.0,0.85714285714,0.500417014178,0.5714285714285714
1495,2021-05-30,California,State,Lambda,0.0,0.0,0.85714285714,0.493827160494,0.5714285714285714
1506,2021-05-31,California,State,Lambda,0.0,0.0,0.71428571428,0.480307396734,0.42857142857142855
1512,2021-06-01,California,State,Lambda,0.0,0.0,0.57142857142,0.357142857143,0.14285714285714285
1520,2021-06-02,California,State,Lambda,0.0,0.0,0.57142857142,0.363636363636,0.14285714285714285
1530,2021-06-03,California,State,Lambda,1.0,0.49,0.42857142857,0.274223034735,0.14285714285714285
1549,2021-06-04,California,State,Lambda,0.0,0.0,0.14285714285,0.092421441774,0.14285714285714285
1554,2021-06-05,California,State,Lambda,0.0,0.0,0.14285714285,0.091827364555,0.14285714285714285
1568,2021-06-06,California,State,Lambda,0.0,0.0,0.14285714285,0.091827364555,0.2857142857142857
1578,2021-06-07,California,State,Lambda,0.0,0.0,0.14285714285,0.080580177276,0.14285714285714285
1584,2021-06-08,California,State,Lambda,0.0,0.0,0.14285714285,0.085836909871,0.42857142857142855
1599,2021-06-09,California,State,Lambda,1.0,0.47,0.28571428571,0.169635284139,0.42857142857142855
1608,2021-06-10,California,State,Lambda,0.0,0.0,0.14285714285,0.082440230833,0.42857142857142855
1617,2021-06-11,California,State,Lambda,2.0,0.89,0.42857142857,0.23942537909,0.5714285714285714
1622,2021-06-12,California,State,Lambda,0.0,0.0,0.42857142857,0.232018561485,0.7142857142857143
1639,2021-06-13,California,State,Lambda,0.0,0.0,0.42857142857,0.219619326501,0.8571428571428571
1649,2021-06-14,California,State,Lambda,1.0,0.33,0.57142857142,0.271186440678,0.8571428571428571
1652,2021-06-15,California,State,Lambda,1.0,0.44,0.71428571428,0.332005312085,0.5714285714285714
1660,2021-06-16,California,State,Lambda,2.0,0.69,0.85714285714,0.379506641366,0.5714285714285714
1675,2021-06-17,California,State,Lambda,0.0,0.0,0.85714285714,0.369913686806,0.5714285714285714
1685,2021-06-18,California,State,Lambda,0.0,0.0,0.57142857142,0.248292985723,0.42857142857142855
1690,2021-06-19,California,State,Lambda,0.0,0.0,0.57142857142,0.246305418719,0.42857142857142855
1703,2021-06-20,California,State,Lambda,0.0,0.0,0.57142857142,0.249532127261,0.2857142857142857
1719,2021-06-21,California,State,Lambda,0.0,0.0,0.42857142857,0.184388444991,0.2857142857142857
1725,2021-06-22,California,State,Lambda,1.0,0.3,0.42857142857,0.173510699826,0.2857142857142857
1735,2021-06-23,California,State,Lambda,1.0,0.27,0.28571428571,0.1108033241,0.2857142857142857
1747,2021-06-24,California,State,Lambda,0.0,0.0,0.28571428571,0.103359173127,0.2857142857142857
1751,2021-06-25,California,State,Lambda,0.0,0.0,0.28571428571,0.094517958412,0.42857142857142855
1763,2021-06-26,California,State,Lambda,0.0,0.0,0.28571428571,0.090620752152,0.42857142857142855
1775,2021-06-27,California,State,Lambda,0.0,0.0,0.28571428571,0.087374399301,0.5714285714285714
1788,2021-06-28,California,State,Lambda,1.0,0.2,0.42857142857,0.121703853955,0.5714285714285714
1793,2021-06-29,California,State,Lambda,1.0,0.2,0.42857142857,0.113808801214,0.7142857142857143
1805,2021-06-30,California,State,Lambda,2.0,0.38,0.57142857142,0.143061516452,0.7142857142857143
1816,2021-07-01,California,State,Lambda,0.0,0.0,0.57142857142,0.132802124834,0.7142857142857143
1825,2021-07-02,California,State,Lambda,1.0,0.17,0.71428571428,0.155376009944,0.5714285714285714
1833,2021-07-03,California,State,Lambda,0.0,0.0,0.71428571428,0.148853825543,0.5714285714285714
1840,2021-07-04,California,State,Lambda,0.0,0.0,0.71428571428,0.152858453072,0.42857142857142855
1850,2021-07-05,California,State,Lambda,0.0,0.0,0.57142857142,0.124107973937,0.42857142857142855
1863,2021-07-06,California,State,Lambda,1.0,0.11,0.57142857142,0.110588885817,0.2857142857142857
1870,2021-07-07,California,State,Lambda,1.0,0.09,0.42857142857,0.07225433526,0.2857142857142857
1886,2021-07-08,California,State,Lambda,0.0,0.0,0.42857142857,0.063144601137,0.42857142857142855
1890,2021-07-09,California,State,Lambda,0.0,0.0,0.28571428571,0.038714672861,0.5714285714285714
1908,2021-07-10,California,State,Lambda,0.0,0.0,0.28571428571,0.034946706273,0.42857142857142855
1911,2021-07-11,California,State,Lambda,1.0,0.18,0.42857142857,0.048725028423,0.2857142857142857
1924,2021-07-12,California,State,Lambda,1.0,0.06,0.57142857142,0.054303556883,0.42857142857142855
1934,2021-07-13,California,State,Lambda,0.0,0.0,0.42857142857,0.038275070171,1.0
1940,2021-07-14,California,State,Lambda,0.0,0.0,0.28571428571,0.024148756339,1.1428571428571428
1952,2021-07-15,California,State,Lambda,1.0,0.06,0.42857142857,0.034137460173,1.1428571428571428
1967,2021-07-16,California,State,Lambda,4.0,0.23,1.0,0.073537136254,1.2857142857142858
1977,2021-07-17,California,State,Lambda,1.0,0.07,1.14285714285,0.080048028817,1.2857142857142858
1986,2021-07-18,California,State,Lambda,1.0,0.12,1.14285714285,0.077790742902,1.2857142857142858
1998,2021-07-19,California,State,Lambda,2.0,0.09,1.28571428571,0.082644628099,1.5714285714285714
2001,2021-07-20,California,State,Lambda,0.0,0.0,1.28571428571,0.075313807531,1.0
2016,2021-07-21,California,State,Lambda,0.0,0.0,1.28571428571,0.068519223449,1.5714285714285714
2023,2021-07-22,California,State,Lambda,3.0,0.13,1.57142857142,0.080139880519,1.4285714285714286
2032,2021-07-23,California,State,Lambda,0.0,0.0,1.0,0.048242591316,1.5714285714285714
2042,2021-07-24,California,State,Lambda,5.0,0.27,1.57142857142,0.073529411765,1.7142857142857142
2057,2021-07-25,California,State,Lambda,0.0,0.0,1.42857142857,0.065876152833,2.0
2069,2021-07-26,California,State,Lambda,3.0,0.1,1.57142857142,0.068531555666,1.7142857142857142
2076,2021-07-27,California,State,Lambda,1.0,0.03,1.71428571428,0.0726348284,2.5714285714285716
2086,2021-07-28,California,State,Lambda,2.0,0.07,2.0,0.082845138766,2.4285714285714284
2093,2021-07-29,California,State,Lambda,1.0,0.03,1.71428571428,0.065887003789,2.4285714285714284
2107,2021-07-30,California,State,Lambda,6.0,0.19,2.57142857142,0.095505916061,2.142857142857143
2117,2021-07-31,California,State,Lambda,4.0,0.19,2.42857142857,0.089051859612,2.4285714285714284
2128,2021-08-01,California,State,Lambda,0.0,0.0,2.42857142857,0.088238347348,2.5714285714285716
2130,2021-08-02,California,State,Lambda,1.0,0.03,2.14285714285,0.07697044335,2.5714285714285716
2147,2021-08-03,California,State,Lambda,3.0,0.08,2.42857142857,0.084071015281,1.8571428571428572
2159,2021-08-04,California,State,Lambda,3.0,0.09,2.57142857142,0.088460782386,1.4285714285714286
2169,2021-08-05,California,State,Lambda,1.0,0.03,2.57142857142,0.089708447545,1.4285714285714286
2175,2021-08-06,California,State,Lambda,1.0,0.03,1.85714285714,0.065458207452,1.5714285714285714
2187,2021-08-07,California,State,Lambda,1.0,0.05,1.42857142857,0.05025883299,1.2857142857142858
2190,2021-08-08,California,State,Lambda,0.0,0.0,1.42857142857,0.051541078239,0.8571428571428571
2205,2021-08-09,California,State,Lambda,2.0,0.06,1.57142857142,0.056297661088,0.8571428571428571
2210,2021-08-10,California,State,Lambda,1.0,0.03,1.28571428571,0.04691898655,0.7142857142857143
2224,2021-08-11,California,State,Lambda,0.0,0.0,0.85714285714,0.031592249368,0.7142857142857143
2238,2021-08-12,California,State,Lambda,1.0,0.04,0.85714285714,0.033178500332,0.7142857142857143
2240,2021-08-13,California,State,Lambda,0.0,0.0,0.71428571428,0.029416955933,0.42857142857142855
2258,2021-08-14,California,State,Lambda,1.0,0.08,0.71428571428,0.030984693561,0.2857142857142857
2265,2021-08-15,California,State,Lambda,0.0,0.0,0.71428571428,0.031414928374,0.5714285714285714
2279,2021-08-16,California,State,Lambda,0.0,0.0,0.42857142857,0.020438751874,0.5714285714285714
2285,2021-08-17,California,State,Lambda,0.0,0.0,0.28571428571,0.015235773596,0.5714285714285714
2293,2021-08-18,California,State,Lambda,2.0,0.13,0.57142857142,0.034361309166,0.42857142857142855
2309,2021-08-19,California,State,Lambda,1.0,0.07,0.57142857142,0.037285607755,0.42857142857142855
2315,2021-08-20,California,State,Lambda,0.0,0.0,0.57142857142,0.037936267071,0.42857142857142855
2328,2021-08-21,California,State,Lambda,0.0,0.0,0.42857142857,0.028935185185,0.42857142857142855
2330,2021-08-22,California,State,Lambda,0.0,0.0,0.42857142857,0.029078220413,0.2857142857142857
2346,2021-08-23,California,State,Lambda,0.0,0.0,0.42857142857,0.029231218942,0.14285714285714285
2350,2021-08-24,California,State,Lambda,0.0,0.0,0.42857142857,0.028076743098,0.14285714285714285
2363,2021-08-25,California,State,Lambda,1.0,0.07,0.28571428571,0.018871485186,0.14285714285714285
2370,2021-08-26,California,State,Lambda,0.0,0.0,0.14285714285,0.009576709443,0.14285714285714285
2382,2021-08-27,California,State,Lambda,0.0,0.0,0.14285714285,0.00994233446,0.14285714285714285
2390,2021-08-28,California,State,Lambda,0.0,0.0,0.14285714285,0.010022048507,0.14285714285714285
2400,2021-08-29,California,State,Lambda,0.0,0.0,0.14285714285,0.010042177144,0.0
2412,2021-08-30,California,State,Lambda,0.0,0.0,0.14285714285,0.010716964956,0.0
2427,2021-08-31,California,State,Lambda,0.0,0.0,0.14285714285,0.011210762332,0.0
2430,2021-09-01,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2442,2021-09-02,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2450,2021-09-03,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2465,2021-09-04,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2473,2021-09-05,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2482,2021-09-06,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2493,2021-09-07,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2509,2021-09-08,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2513,2021-09-09,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2521,2021-09-10,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2536,2021-09-11,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2542,2021-09-12,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2556,2021-09-13,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2560,2021-09-14,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2578,2021-09-15,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2580,2021-09-16,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2597,2021-09-17,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2606,2021-09-18,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2612,2021-09-19,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2624,2021-09-20,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2639,2021-09-21,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2649,2021-09-22,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2651,2021-09-23,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2660,2021-09-24,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2670,2021-09-25,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2683,2021-09-26,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2691,2021-09-27,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2704,2021-09-28,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2710,2021-09-29,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2723,2021-09-30,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2730,2021-10-01,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2742,2021-10-02,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2755,2021-10-03,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2761,2021-10-04,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2778,2021-10-05,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2787,2021-10-06,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2796,2021-10-07,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2801,2021-10-08,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2817,2021-10-09,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2823,2021-10-10,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2836,2021-10-11,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2845,2021-10-12,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2853,2021-10-13,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2864,2021-10-14,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2873,2021-10-15,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2885,2021-10-16,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2897,2021-10-17,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2902,2021-10-18,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2913,2021-10-19,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2929,2021-10-20,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2935,2021-10-21,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2949,2021-10-22,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2957,2021-10-23,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2968,2021-10-24,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2974,2021-10-25,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2983,2021-10-26,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
2997,2021-10-27,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
3001,2021-10-28,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
3014,2021-10-29,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
3028,2021-10-30,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
3030,2021-10-31,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
3041,2021-11-01,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
3053,2021-11-02,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
3060,2021-11-03,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
3073,2021-11-04,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
3087,2021-11-05,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
3092,2021-11-06,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
3108,2021-11-07,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
3113,2021-11-08,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
3122,2021-11-09,California,State,Lambda,0.0,0.0,0.0,0.0,0.0
